Name,Discord,Playing Launch,Playing Beta,UBG Discord,AE Discord,UBG Guilded,AE Discord,Guild,Notes,Discord Id
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
